label,rx,raw_data
lie_down,RX1_동,"CSI_DATA,567093,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357524951,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-5,-3,-6,-5,-6,-5,-7,-5,-7,-5,-7,-5,-6,-5,-6,-4,-5,-3,-4,-3,-3,-2,-1,-1,0,-1,0,0,1,0,2,0,3,0,4,0,5,0,5,0,6,0,6,0,6,-1,5,-1,5,-1,0,0,3,0,1,0,1,0,0,0,-1,0,-3,0,-4,1,-5,1,-6,1,-6,1,-6,1,-6,1,-5,0,-5,0,-4,0,-3,0,-1,0,-1,0,0,1,0,1,1,1,1,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567094,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357533878,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,3,6,3,7,2,6,3,6,3,7,3,4,3,6,1,2,0,1,0,0,-1,0,-1,-1,-1,-1,-1,0,-3,-1,-3,0,-3,0,-5,0,-4,0,-7,2,-4,-1,-3,-1,-3,-1,-3,0,0,0,-2,0,-2,0,-1,0,0,0,0,-1,1,-2,1,-3,2,-3,3,-5,4,-3,4,-3,3,-2,3,-2,2,-2,1,-3,1,-2,0,-2,0,-1,-1,0,-1,0,-2,0,-2,0,-2,0,-2,0,-2,1,-1,1,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567095,f4:28:53:72:03:56,-52,11,1,1,1,0,1,0,1,0,0,-97,0,13,2,1357551388,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,8,-13,6,-11,5,-9,4,-4,3,-2,1,0,2,1,1,3,1,5,0,8,-1,11,0,11,0,12,0,12,1,10,2,11,2,9,2,8,2,6,1,4,1,2,0,1,-1,-1,-3,-2,-4,-4,-5,-4,0,0,-9,-5,-9,-6,-10,-6,-10,-6,-9,-6,-9,-6,-8,-5,-6,-4,-5,-3,-3,-2,-1,-1,0,1,2,2,3,3,4,3,5,3,6,4,5,3,5,3,5,2,4,2,3,1,3,0,2,-1,2,-2,1,-3,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567096,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357559510,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,6,0,4,0,2,1,0,0,0,1,-2,2,-3,2,-4,2,-5,3,-6,4,-6,4,-6,4,-6,4,-5,4,-4,4,-4,4,-3,3,-2,2,-2,1,-1,0,0,0,0,-2,0,-2,0,-4,0,0,0,-6,0,-6,0,-7,0,-6,0,-7,0,-6,0,-6,0,-4,0,-3,0,-2,0,0,0,0,0,1,0,2,-1,3,-1,4,0,4,-1,4,0,4,0,3,0,2,0,2,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567097,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357567702,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,-5,-5,-4,-4,-2,-3,-1,-3,0,-1,1,-1,2,0,3,0,5,0,5,0,6,0,6,0,6,0,6,0,6,0,5,0,5,0,3,0,3,0,1,0,1,0,0,0,0,0,-1,1,-3,1,0,0,-4,3,-4,3,-5,3,-5,3,-5,3,-4,3,-4,3,-3,2,-2,1,-1,1,0,0,0,0,1,-1,1,-1,3,-1,3,-1,3,-2,3,-2,3,-2,3,-2,2,-1,1,-2,0,-2,0,-2,0,-2,-1,-2,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567098,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357575653,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-4,1,-2,-4,-6,3,-2,-4,-5,3,-6,0,-6,0,-7,1,-5,0,0,-1,0,1,0,0,1,-1,0,0,1,0,-1,0,0,-1,-3,-1,-3,-5,-3,-3,-6,-3,-3,-5,-1,-4,-1,-2,-3,-1,0,0,-3,0,-2,0,-1,0,0,0,0,-1,0,-3,1,-3,1,-3,1,-5,3,-6,2,-5,1,-5,1,-5,0,-3,-1,-4,-1,-2,-1,-1,-1,0,-1,0,0,1,0,1,0,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567099,f4:28:53:72:03:56,-57,11,1,5,1,0,1,0,1,0,0,-97,0,13,2,1357581457,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,4,-1,6,-1,7,-1,6,0,7,0,9,0,6,1,9,0,4,0,2,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,-3,0,-3,0,-5,-1,-4,-1,-7,1,-4,-1,-4,-2,-3,-1,-3,0,0,0,-3,0,-3,0,-2,0,-1,0,0,-1,0,-3,0,-3,1,-4,0,-6,2,-4,3,-4,3,-4,2,-3,1,-3,0,-4,0,-3,0,-2,0,-1,-1,0,0,0,-1,1,-1,1,-1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567100,f4:28:53:72:03:56,-54,11,1,3,1,0,1,0,1,0,0,-97,0,13,2,1357597539,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-6,-3,-10,-3,-11,-4,-11,-4,-11,-3,-13,-3,-10,0,-13,-1,-6,0,-3,0,-1,0,0,0,0,0,0,0,0,-1,1,-2,0,-4,0,-4,2,-7,1,-5,0,-11,3,-4,3,-4,2,-4,1,-4,0,0,0,-4,0,-5,0,-3,0,-1,1,0,3,0,3,1,4,2,6,3,3,5,3,6,3,4,2,4,2,3,4,1,2,1,1,0,0,0,0,-1,0,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,-1,-2,0,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567101,f4:28:53:72:03:56,-53,11,1,2,1,0,1,0,1,0,0,-97,0,13,2,1357604279,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,8,8,9,9,8,9,9,8,11,9,9,5,12,8,6,3,2,2,0,1,-1,0,-3,-1,-3,-1,-1,1,-4,1,-3,4,-3,4,-7,4,-6,3,-5,10,-7,2,-7,2,-6,2,-5,3,0,0,-3,4,-4,4,-3,2,-3,0,-3,-1,-4,-3,-3,-5,-4,-7,-6,-9,-2,-10,-2,-10,-2,-8,-1,-7,-2,-7,-5,-6,-3,-4,-3,-3,-2,-1,-1,1,0,1,0,3,1,3,1,3,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX1_동,"CSI_DATA,567102,f4:28:53:72:03:56,-48,11,0,0,0,0,0,0,0,0,0,-97,0,13,2,1357616057,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,29,2,29,2,29,4,29,4,27,4,26,2,26,4,24,2,24,2,23,2,24,2,23,1,23,1,21,1,18,1,20,0,18,0,17,0,15,0,17,-1,15,-1,15,-1,14,-1,14,-1,14,-1,13,-1,0,0,13,-1,11,-1,11,0,10,-1,8,0,7,0,7,1,4,0,2,0,2,0,1,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-4,-4,-4,-4,-5,-4,-7,-4,-7,-4,-8,-2,-8,-2,-8,-1,-10,-1,-10,-1,-10,0,0,0,0,0,0,0,0,0,0]"""
