label,rx,raw_data
lie_down,RX2_合,"CSI_DATA,431947,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9667476,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,24,8,21,8,18,7,15,4,13,2,11,-2,10,-5,9,-9,8,-11,8,-14,9,-17,9,-19,11,-20,11,-20,12,-20,12,-18,12,-17,11,-15,10,-13,8,-11,6,-9,3,-7,-1,-6,-4,-5,-7,-6,-10,-6,0,0,-14,-9,-15,-11,-14,-12,-14,-14,-12,-14,-10,-13,-8,-13,-6,-11,-4,-8,-4,-5,-3,-2,-4,1,-5,3,-6,5,-8,7,-10,7,-12,7,-13,6,-14,5,-14,4,-13,2,-12,0,-11,-1,-8,-2,-6,-1,-4,-1,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431948,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9680658,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-25,3,-22,2,-19,2,-15,2,-12,3,-8,5,-5,7,-1,10,0,12,1,14,3,16,3,18,3,20,3,21,2,21,1,20,1,18,0,17,0,14,0,11,0,8,0,5,2,1,3,0,6,-2,8,-4,0,0,13,-5,15,-5,16,-4,16,-3,15,-1,14,0,12,0,10,0,6,0,3,0,1,-1,0,-2,-1,-4,-3,-7,-3,-9,-3,-11,-2,-12,-1,-13,0,-13,0,-13,1,-11,2,-10,2,-8,2,-6,1,-4,0,-2,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431949,f4:28:53:72:03:56,-46,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9686713,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,13,-1,16,-3,17,-4,19,-4,21,-5,21,-5,21,-4,20,-4,19,-4,17,-3,15,-3,12,-3,9,-3,5,-4,2,-5,0,-7,-3,-8,-5,-10,-7,-11,-8,-13,-9,-14,-9,-15,-9,-16,-8,-16,-6,-15,-5,-14,0,0,-2,-9,-1,-6,-1,-2,-1,0,-2,2,-3,4,-5,7,-7,8,-8,9,-10,9,-10,8,-11,8,-11,6,-10,5,-9,3,-7,2,-5,1,-2,0,0,0,0,0,2,1,4,2,5,3,5,4,5,5,5,6,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431950,f4:28:53:72:03:56,-46,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9698361,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,7,16,8,17,9,19,10,19,10,18,10,18,9,17,9,16,8,13,7,11,5,8,2,6,0,4,-2,2,-5,1,-8,0,-11,0,-13,0,-16,0,-16,0,-17,0,-17,1,-17,2,-16,2,-14,0,0,1,-9,0,-6,0,-2,-1,0,-3,1,-6,2,-8,3,-11,4,-12,4,-14,3,-14,2,-14,1,-13,0,-12,0,-10,0,-8,0,-6,0,-3,0,-1,0,0,0,1,2,2,3,3,5,3,6,2,8,1,8,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431951,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9704102,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,-16,19,-15,18,-12,14,-9,12,-5,9,-1,8,1,6,6,5,10,4,13,4,16,4,18,5,20,5,21,6,21,7,19,6,18,6,16,6,13,6,10,4,7,2,4,0,1,-1,0,-4,-1,-7,-3,-10,0,0,-3,-15,-2,-17,-1,-18,0,-17,0,-18,0,-15,1,-13,1,-10,1,-7,0,-4,0,-1,-1,0,-4,2,-6,4,-8,4,-10,5,-11,4,-13,4,-13,2,-13,1,-12,0,-10,0,-9,-1,-6,-1,-4,-1,-2,-1,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431952,f4:28:53:72:03:56,-46,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9714225,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,4,19,4,21,4,23,4,24,4,23,4,22,4,20,4,18,3,15,3,12,1,9,0,6,-1,2,-3,0,-6,-1,-8,-4,-11,-5,-13,-6,-15,-7,-17,-7,-18,-7,-18,-6,-18,-4,-17,-3,-15,0,0,-1,-9,0,-6,0,-2,0,0,-1,3,-3,6,-4,8,-6,10,-7,11,-8,11,-10,11,-10,10,-10,8,-10,7,-8,5,-7,3,-5,1,-2,0,0,0,1,0,3,0,5,0,6,0,7,1,8,2,8,3,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431953,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9723865,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,14,12,15,13,17,15,18,16,18,15,18,15,17,14,16,12,15,11,12,9,9,7,6,6,3,4,-1,3,-5,3,-9,2,-12,2,-15,2,-17,3,-18,3,-19,3,-19,4,-19,5,-17,4,-15,0,0,3,-9,2,-6,1,-3,-2,0,-4,3,-6,4,-9,6,-11,7,-13,7,-14,7,-15,6,-15,5,-15,3,-14,2,-11,1,-9,0,-7,-1,-4,-1,-1,0,2,0,4,1,5,3,6,4,7,5,7,7,6,8,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431954,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9734162,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,24,5,22,5,18,4,15,2,11,-1,7,-4,4,-6,1,-10,-3,-12,-5,-14,-7,-17,-9,-19,-10,-20,-10,-21,-10,-21,-9,-21,-9,-19,-8,-17,-6,-15,-5,-12,-4,-9,-3,-5,-2,-1,-2,3,-2,7,-2,10,0,0,-4,15,-6,17,-7,17,-8,17,-9,15,-9,13,-8,11,-8,8,-6,5,-4,2,-2,0,1,-2,4,-4,7,-5,9,-5,11,-5,13,-5,13,-4,14,-2,13,-1,12,0,11,1,9,2,6,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431955,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9745178,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,8,20,7,18,6,14,5,10,5,6,4,2,4,0,3,-5,3,-9,2,-12,2,-15,2,-17,2,-19,2,-20,2,-20,2,-19,1,-17,1,-16,1,-13,0,-11,0,-7,0,-4,0,0,-1,1,-2,5,-4,8,0,0,-6,11,-8,12,-9,12,-9,12,-10,10,-9,9,-8,7,-7,5,-5,2,-3,0,0,0,0,-2,3,-3,5,-4,7,-4,8,-4,10,-4,10,-3,10,-3,10,-2,9,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431956,f4:28:53:72:03:56,-46,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9753868,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,12,11,14,13,15,15,16,16,16,16,16,16,15,15,13,14,12,12,9,9,7,6,4,4,1,1,-1,0,-4,-2,-7,-4,-10,-6,-12,-8,-14,-8,-15,-9,-16,-9,-16,-8,-16,-7,-15,-6,-13,0,0,-2,-8,0,-5,0,-2,1,0,2,3,2,6,2,9,2,11,2,13,1,14,1,14,0,14,0,13,0,11,-1,9,-1,6,-1,4,-1,0,0,0,0,-3,0,-5,0,-6,1,-8,2,-8,3,-9,4,-8,0,0,0,0,0,0,0,0,0,0]"""
lie_down,RX2_合,"CSI_DATA,431957,f4:28:53:72:03:56,-45,11,1,7,0,0,1,0,1,0,1,-97,0,13,2,9764538,0,83,0,128,0,""[0,0,0,0,0,0,0,0,0,0,0,0,5,-24,4,-21,3,-18,1,-14,0,-10,-2,-5,-4,-1,-6,1,-7,6,-9,9,-10,12,-11,15,-11,17,-11,18,-11,18,-11,17,-9,16,-8,15,-7,12,-6,9,-4,6,-2,2,0,0,0,-3,2,-6,4,-9,0,0,7,-13,9,-14,9,-14,10,-14,10,-12,9,-10,8,-8,7,-6,5,-3,2,-1,0,0,-1,2,-3,4,-5,5,-7,6,-9,7,-10,7,-11,6,-11,5,-11,5,-10,3,-9,2,-8,0,-6,0,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0]"""
