감지 시각,안전 확인 시각,경과(초),최고 경보 단계,낙상 확률(%)
2026-05-29 15:41:33,15:41:37,3,caution,100.0
2026-05-29 15:41:38,15:41:40,1,caution,98.0
2026-05-29 15:41:40,15:41:41,1,caution,100.0
2026-05-29 15:41:42,15:41:43,1,caution,100.0
2026-05-29 15:41:44,15:41:46,1,caution,100.0
2026-05-29 15:41:47,15:41:48,1,caution,100.0
2026-05-29 15:41:49,15:41:54,4,caution,100.0
